Landscape,Chrono,Chronosecuence,Plot,Species,abun,ab
Mountain,Intermediate Forest,IF,DM17,Faramea oblongifolia,1,0.211345889
Mountain,Intermediate Forest,IF,DM13,Faramea parvibractea,1,0.120687706
Mountain,Old Forest,OF,RM13,Faramea parvibractea,13,903.7721471
Mountain,Old Forest,OF,RM14,Faramea parvibractea,6,5.865788567
Mountain,Old Forest,OF,RM14,Faramea rectinervia,1,0.958125364
Mountain,Intermediate Forest,IF,DM17,Faramea sp. 2,1,0.384575611
Hill,Early Forest,EF,DL2,Faramea uncinata,1,0.004071514
Mountain,Old Forest,OF,RM9,Ferdinandusa elliptica,5,1511.319827
Mountain,Intermediate Forest,IF,DM17,Ferdinandusa loretensis,3,1.576394393
Mountain,Intermediate Forest,IF,DM14,Ficus americana,2,144.7796902
Mountain,Intermediate Forest,IF,DM13,Ficus gomelleira,1,2876.78894
Hill,Intermediate Forest,IF,DL16,Ficus guianensis,4,4053.173787
Hill,Early Forest,EF,DL6,Ficus insipida,1,20.61293789
Hill,Intermediate Forest,IF,DL7,Ficus insipida,1,942.8735504
Mountain,Early Forest,EF,DM1,Ficus insipida,1,0.048556834
Mountain,Early Forest,EF,DM2,Ficus insipida,2,453.7391993
Mountain,Intermediate Forest,IF,DM8,Ficus insipida,2,180.4529177
Mountain,Early Forest,EF,DM2,Ficus macbridei,7,1774.016914
Hill,Intermediate Forest,IF,DL13,Ficus maxima,1,1.669575046
Hill,Intermediate Forest,IF,DL7,Ficus maxima,1,956.6295332
Mountain,Early Forest,EF,DM2,Ficus maxima,4,3.628943753
Mountain,Intermediate Forest,IF,DM13,Ficus nymphaeifolia,1,62.72266666
Mountain,Early Forest,EF,DM10,Ficus obtusifolia,2,142.5045587
Mountain,Old Forest,OF,RM3,Ficus paraensis,1,116.2014835
Mountain,Intermediate Forest,IF,DM14,Ficus sp. 2,1,338.1794773
Mountain,Intermediate Forest,IF,DM8,Ficus sp. 3,1,0.294647719
Mountain,Intermediate Forest,IF,DM12,Ficus sp. 4,1,0.025588528
Hill,Old Forest,OF,RL3,Fissicalyx fendleri,3,0.027953957
Mountain,Intermediate Forest,IF,DM8,Flacourtiacae sp. 1,1,1208.825383
Mountain,Intermediate Forest,IF,DM17,Flacourtiacae sp. 2,2,183.5973877
Mountain,Intermediate Forest,IF,DM8,Flacourtiaceae sp. 1,11,52.73348904
Hill,Early Forest,EF,DL12,Garcinia madruno,1,0.065144218
Hill,Intermediate Forest,IF,DL14,Garcinia madruno,1,0.0019635
Mountain,Intermediate Forest,IF,DM13,Gaulettia canomensis,2,0.164463153
Mountain,Intermediate Forest,IF,DM7,Gaulettia canomensis,1,0.028390259
Mountain,Old Forest,OF,RM13,Gaulettia canomensis,1,0.138874624
Mountain,Intermediate Forest,IF,DM7,Geonoma,1,0.026683072
Hill,Early Forest,EF,DL2,Geonoma deversa,3,0.051324516
Hill,Old Forest,OF,RL3,Geonoma deversa,13,0.406904352
Mountain,Old Forest,OF,RM13,Geonoma deversa,1,0.007542982
Mountain,Old Forest,OF,RM3,Geonoma deversa,6,0.038971744
Mountain,Degraded Pasture,DP,DM11,Geonoma maxima,2,0.013150934
Mountain,Intermediate Forest,IF,DM14,Geonoma maxima,3,0.232107888
Hill,Old Forest,OF,RL4,Geonoma maxima,11,1.304714887
Mountain,Old Forest,OF,RM14,Geonoma maxima,3,0.044064474
Mountain,Old Forest,OF,RM9,Geonoma maxima,33,6.245167201
Mountain,Intermediate Forest,IF,DM7,Geonoma multisecta,5,0.057948773
Mountain,Intermediate Forest,IF,DM13,Gloeospermum sphaerocarpum,1,39.01779115
Mountain,Early Forest,EF,DM2,Gloeospermum sphaerocarpum,1,0.003316273
Hill,Old Forest,OF,RL3,Gloeospermum sphaerocarpum,2,0.093098567
Mountain,Old Forest,OF,RM11,Graffenrieda colombiana,1,0.045996166
Mountain,Old Forest,OF,RM13,Graffenrieda colombiana,49,19.67609331
Mountain,Intermediate Forest,IF,DM12,Graffenrieda conostegioides,163,158.3561339
Mountain,Degraded Pasture,DP,DM15,Graffenrieda conostegioides,31,9.840509295
Mountain,Old Forest,OF,RM14,Graffenrieda conostegioides,2,155.6678384
Hill,Old Forest,OF,RL2,Graffenrieda gracilis,1,1.04E-09
Mountain,Intermediate Forest,IF,DM7,Graffenrieda miconioides,1,0.031416
Hill,Degraded Pasture,DP,DL10,Grias neuberthii,1,0.61098151
Hill,Intermediate Forest,IF,DL13,Grias neuberthii,2,7.349352422
Hill,Intermediate Forest,IF,DL5,Guapira glabriflora,1,26.93686706
Hill,Old Forest,OF,RL4,Guapira glabriflora,1,4320.886874
Mountain,Old Forest,OF,RM9,Guapira sp.,4,1163.283244
Hill,Old Forest,OF,RL3,Guarea glabra,1,0.205887898
Mountain,Old Forest,OF,RM13,Guarea glabra,1,411.7996745
Mountain,Old Forest,OF,RM14,Guarea glabra,1,1.042307482
Hill,Intermediate Forest,IF,DL14,Guarea grandiflora,2,0.881856938
Mountain,Intermediate Forest,IF,DM13,Guarea grandiflora,2,0.075558818
Mountain,Intermediate Forest,IF,DM14,Guarea grandiflora,3,409.4873228
Mountain,Intermediate Forest,IF,DM17,Guarea grandiflora,2,25.69532528
Mountain,Old Forest,OF,RM13,Guarea grandifolia,1,0.138874624
Mountain,Old Forest,OF,RM14,Guarea grandifolia,4,17.58730865
Mountain,Old Forest,OF,RM9,Guarea grandifolia,2,476.9629962
Mountain,Old Forest,OF,RM13,Guarea juglandiformis,1,9.318441328
Hill,Early Forest,EF,DL2,Guarea kunthiana,1,0.554838172
Mountain,Intermediate Forest,IF,DM17,Guarea kunthiana,4,2.651123398
Mountain,Old Forest,OF,RM13,Guarea kunthiana,3,739.6425239
Hill,Intermediate Forest,IF,DL14,Guarea macrophylla,2,87.16463173
Hill,Intermediate Forest,IF,DL13,Guarea pubescens,1,0.038186344
Mountain,Intermediate Forest,IF,DM17,Guarea pubescens,1,0.006162304
Hill,Intermediate Forest,IF,DL14,Guarea silvatica,2,0.02394233
Mountain,Old Forest,OF,RM11,Guarea silvatica,4,1323.326652
Mountain,Old Forest,OF,RM13,Guarea silvatica,3,73.5998501
Mountain,Old Forest,OF,RM14,Guarea silvatica,1,326.9161558
Hill,Old Forest,OF,RL2,Guarea sp.,1,1.49E-06
Hill,Intermediate Forest,IF,DL14,Guarea trunciflora,1,0.1590435
Mountain,Intermediate Forest,IF,DM7,Guarea trunciflora,1,23.90499415
Hill,Old Forest,OF,RL3,Guarea trunciflora,6,2522.867554
Hill,Old Forest,OF,RL4,Guarea trunciflora,1,0.007555133
Mountain,Old Forest,OF,RM11,Guarea trunciflora,2,1114.023157
Mountain,Old Forest,OF,RM14,Guarea trunciflora,1,1206.877056
Hill,Intermediate Forest,IF,DL7,Guatteria acutissima,1,0.329792602
Hill,Early Forest,EF,DL2,Guatteria boliviana,4,3056.083267
Hill,Intermediate Forest,IF,DL3,Guatteria boliviana,7,541.8504057
Mountain,Early Forest,EF,DM10,Guatteria boliviana,2,265.01105
Mountain,Intermediate Forest,IF,DM12,Guatteria boliviana,11,597.0648287
Mountain,Intermediate Forest,IF,DM13,Guatteria boliviana,4,543.8895745
Mountain,Intermediate Forest,IF,DM14,Guatteria boliviana,5,11941.94411
Mountain,Degraded Pasture,DP,DM15,Guatteria boliviana,3,84.52380414
Mountain,Early Forest,EF,DM16,Guatteria boliviana,7,562.8945135
Mountain,Intermediate Forest,IF,DM17,Guatteria boliviana,1,0.002731179
Hill,Intermediate Forest,IF,DL13,Guatteria cargadero,2,0.163115014
Hill,Intermediate Forest,IF,DL16,Guatteria cargadero,1,0.038186344
Mountain,Intermediate Forest,IF,DM14,Guatteria cargadero,1,2642.18038
Hill,Old Forest,OF,RL3,Guatteria cargadero,1,0.409416454
Mountain,Old Forest,OF,RM13,Guatteria cargadero,2,2192.403112
Mountain,Old Forest,OF,RM9,Guatteria cargadero,2,0.475981067
Hill,Early Forest,EF,DL12,Guatteria ferruginea,3,1393.774013
Mountain,Intermediate Forest,IF,DM8,Guatteria ferruginea,1,55.31087374
Hill,Degraded Pasture,DP,DL11,Guatteria foliosa,6,0.167862757
Hill,Intermediate Forest,IF,DL13,Guatteria foliosa,1,75.429816
Mountain,Intermediate Forest,IF,DM14,Guatteria foliosa,7,9810.586108
Mountain,Intermediate Forest,IF,DM8,Guatteria foliosa,1,23.50485864
Mountain,Old Forest,OF,RM13,Guatteria foliosa,1,468.3817882
Mountain,Old Forest,OF,RM14,Guatteria foliosa,1,1507.293235
Mountain,Old Forest,OF,RM9,Guatteria foliosa,1,2980.295805
Hill,Intermediate Forest,IF,DL3,Guatteria guianensis,2,0.024683551
Mountain,Early Forest,EF,DM10,Guatteria guianensis,1,0.009940219
Mountain,Intermediate Forest,IF,DM13,Guatteria guianensis,1,2.71863088
Hill,Old Forest,OF,RL3,Guatteria guianensis,1,0.502656
Hill,Old Forest,OF,RL4,Guatteria guianensis,2,26.88434035
Mountain,Old Forest,OF,RM9,Guatteria guianensis,5,263.9205605
Hill,Degraded Pasture,DP,DL10,Guatteria hirsuta,1,47.93701172
Hill,Intermediate Forest,IF,DL16,Guatteria hirsuta,6,0.078430829
Mountain,Early Forest,EF,DM16,Guatteria hirsuta,7,64.40292394
Mountain,Old Forest,OF,RM13,Guatteria liesneri,1,939.4072327
Mountain,Intermediate Forest,IF,DM13,Guatteria modesta,1,0.10434844
Hill,Degraded Pasture,DP,DL11,Guatteria punctata,1,0.502656
Hill,Intermediate Forest,IF,DL13,Guatteria punctata,49,4758.935025
Mountain,Early Forest,EF,DM10,Guatteria punctata,1,2.901333574
Mountain,Old Forest,OF,RM9,Guatteria punctata,1,11.77501839
Hill,Intermediate Forest,IF,DL14,Guatteria schomburgkiana,1,3297.926016
Mountain,Early Forest,EF,DM16,Guatteria schomburgkiana,1,0.003518555
Mountain,Old Forest,OF,RM13,Guatteria schomburgkiana,1,94.20582716
Mountain,Intermediate Forest,IF,DM12,Guatteria scytophylla,4,42.24574237
Mountain,Intermediate Forest,IF,DM13,Guatteria scytophylla,11,998.1504637
Mountain,Intermediate Forest,IF,DM14,Guatteria scytophylla,1,147.3807381
Mountain,Degraded Pasture,DP,DM15,Guatteria scytophylla,3,0.252914764
Mountain,Early Forest,EF,DM16,Guatteria scytophylla,2,0.069369725
Mountain,Intermediate Forest,IF,DM7,Guatteria scytophylla,10,1.027792112
Mountain,Old Forest,OF,RM13,Guatteria scytophylla,1,640.6524767
Hill,Intermediate Forest,IF,DL16,Guatteria scytophylla ,10,1076.309683
Hill,Intermediate Forest,IF,DL14,Guatteria stipitata,1,0.025588528
Hill,Intermediate Forest,IF,DL13,Guatteria tomentosa,4,91.18832723
Hill,Intermediate Forest,IF,DL16,Guatteria tomentosa,22,38586.7829
Hill,Early Forest,EF,DL2,Guatteria tomentosa,12,7730.969298
Hill,Intermediate Forest,IF,DL5,Guatteria tomentosa,4,10091.39556
Hill,Intermediate Forest,IF,DL7,Guatteria tomentosa,1,68.91364751
Hill,Early Forest,EF,DL12,Guatteria ucayalina,3,143.2159967
Mountain,Early Forest,EF,DM10,Guatteria ucayalina,2,39.87183634
Mountain,Intermediate Forest,IF,DM12,Guatteria ucayalina,1,25.08526824
Mountain,Intermediate Forest,IF,DM13,Guatteria ucayalina,2,1031.482908
Hill,Early Forest,EF,DL12,Gustavia hexapetala,3,17.79055722
Hill,Intermediate Forest,IF,DL13,Gustavia hexapetala,19,301.5722915
Hill,Early Forest,EF,DL2,Gustavia hexapetala,6,112.8570724
Hill,Intermediate Forest,IF,DL3,Gustavia hexapetala,8,0.243509736
Hill,Intermediate Forest,IF,DL5,Gustavia hexapetala,5,852.0033814
Mountain,Intermediate Forest,IF,DM12,Gustavia hexapetala,7,0.849828326
Mountain,Intermediate Forest,IF,DM14,Gustavia hexapetala,1,33.85613327
Mountain,Intermediate Forest,IF,DM7,Gustavia hexapetala,1,3649.76447
Hill,Old Forest,OF,RL3,Gustavia hexapetala,1,136.3678895
Hill,Old Forest,OF,RL4,Gustavia hexapetala,1,155.479765
Mountain,Old Forest,OF,RM9,Gustavia hexapetala,1,419.5509852
Hill,Early Forest,EF,DL6,Gustavia longifolia,2,0.038958982
Hill,Intermediate Forest,IF,DL7,Gustavia longifolia,2,56.016633
Mountain,Intermediate Forest,IF,DM14,Gustavia sp. 3,1,30.24819959
Mountain,Intermediate Forest,IF,DM7,Handroanthus,1,0.640599545
Hill,Intermediate Forest,IF,DL14,Handroanthus obscurus,1,2.379243832
Hill,Intermediate Forest,IF,DL14,Handroanthus serratifolius,1,107.5961245
Mountain,Old Forest,OF,RM11,Handroanthus sp. 3,1,2137.179476
Hill,Intermediate Forest,IF,DL16,Heisteria acuminata,1,0.05494678
Hill,Old Forest,OF,RL3,Heisteria acuminata,2,0.03313151
Hill,Old Forest,OF,RL4,Heisteria acuminata,2,709.9098781
Mountain,Old Forest,OF,RM9,Heisteria acuminata,1,0.031416
Hill,Early Forest,EF,DL2,Heisteria barbata,1,5.074853249
Hill,Old Forest,OF,RL2,Heisteria sp.,1,8.44E-07
Mountain,Old Forest,OF,RM9,Heisteria sp.,1,28.7476035
Hill,Intermediate Forest,IF,DL14,Helianthostylis sprucei,1,128.679936
Hill,Old Forest,OF,RL2,Helianthostylis sprucei,3,1.26E-08
Mountain,Old Forest,OF,RM11,Helianthostylis sprucei,1,3.504970219
Mountain,Old Forest,OF,RM13,Helianthostylis sprucei,1,107.5961245
Mountain,Old Forest,OF,RM8,Helianthostylis sprucei,1,156.4112665
Mountain,Old Forest,OF,RM9,Helianthostylis sprucei,1,0.004071514
Hill,Intermediate Forest,IF,DL13,Helicostylis elegans,1,0.00287476
Hill,Intermediate Forest,IF,DL14,Helicostylis elegans,10,126.9583211
Hill,Intermediate Forest,IF,DL5,Helicostylis elegans,2,411.0407477
Mountain,Early Forest,EF,DM10,Helicostylis elegans,1,0.120687706
Mountain,Intermediate Forest,IF,DM7,Helicostylis elegans,2,0.793808797
Mountain,Old Forest,OF,RM3,Helicostylis elegans,2,1.956591818
Mountain,Old Forest,OF,RM14,Helicostylis heterotricha,1,116.2864999
Hill,Early Forest,EF,DL12,Helicostylis scabra,2,79.15550541
Mountain,Old Forest,OF,RM14,Helicostylis sp. 2,1,2.072670796
Mountain,Intermediate Forest,IF,DM14,Helicostylis tomentosa,2,152.9182877
Mountain,Old Forest,OF,RM13,Helicostylis tovarensis,1,0.181333348
Hill,Early Forest,EF,DL6,Heliocarpus americanus,1,0.329792602
Mountain,Intermediate Forest,IF,DM8,Heliocarpus americanus,1,1154.808289
Hill,Degraded Pasture,DP,DL10,Henriettea fascicularis,3,112.065038
Hill,Early Forest,EF,DL12,Henriettea fascicularis,40,3761.639169
Hill,Intermediate Forest,IF,DL13,Henriettea fascicularis,34,4841.432229
Hill,Intermediate Forest,IF,DL16,Henriettea fascicularis,16,2212.601891
Hill,Intermediate Forest,IF,DL5,Henriettea fascicularis,1,1052.22137
Hill,Early Forest,EF,DL6,Henriettea fascicularis,26,291.3316825
Hill,Intermediate Forest,IF,DL7,Henriettea fascicularis,8,995.5381828
Mountain,Early Forest,EF,DM1,Henriettea fascicularis,32,2145.853099
Mountain,Degraded Pasture,DP,DM11,Henriettea fascicularis,426,224.3396071
Mountain,Early Forest,EF,DM2,Henriettea fascicularis,1,39.43840032
Mountain,Intermediate Forest,IF,DM8,Henriettea fascicularis,2,321.7563903
Mountain,Intermediate Forest,IF,DM8,Henriettea sp. 2,4,5.674378183
Hill,Early Forest,EF,DL2,Herrania nitida,1,0.012867994
Mountain,Intermediate Forest,IF,DM17,Herrania nitida,2,0.190546626
Mountain,Early Forest,EF,DM2,Herrania nitida,2,0.117791688
Mountain,Intermediate Forest,IF,DM7,Heterostemon,4,116.1493252
Mountain,Old Forest,OF,RM13,Heterostemon conjugatus,9,178.6460296
Mountain,Old Forest,OF,RM3,Heterostemon sp. 1,4,0.239409359
Hill,Old Forest,OF,RL4,Hevea benthamiana,2,260.6325762
Mountain,Intermediate Forest,IF,DM13,Hevea guianensis,5,490.6855119
Mountain,Intermediate Forest,IF,DM14,Hevea guianensis,3,3804.595889
Mountain,Old Forest,OF,RM13,Hevea guianensis,10,20013.85542
Mountain,Old Forest,OF,RM14,Hevea guianensis,5,1218.562175
Mountain,Early Forest,EF,DM10,Hevea pauciflora,2,197.6817729
Hill,Old Forest,OF,RL2,Hevea pauciflora,4,0.000155709
Hill,Old Forest,OF,RL3,Hevea pauciflora,2,694.7477714
Hill,Old Forest,OF,RL4,Hevea pauciflora,1,1.934114078
Mountain,Old Forest,OF,RM3,Hevea pauciflora,5,783.7030616
Mountain,Old Forest,OF,RM14,Hevea rigidifolia,1,1.796725219
Hill,Degraded Pasture,DP,DL11,Hieronyma alchorneoides,5,176.760114
Hill,Early Forest,EF,DL12,Hieronyma alchorneoides,1,52.70730179
Hill,Intermediate Forest,IF,DL13,Hieronyma alchorneoides,5,2055.293035
Hill,Intermediate Forest,IF,DL16,Hieronyma alchorneoides,1,0.020612038
Hill,Intermediate Forest,IF,DL3,Hieronyma alchorneoides,1,171.3982779
Hill,Intermediate Forest,IF,DL5,Hieronyma alchorneoides,1,5.64082672
Hill,Early Forest,EF,DL6,Hieronyma alchorneoides,7,78.7958186
Hill,Intermediate Forest,IF,DL7,Hieronyma alchorneoides,1,49.0704225
Hill,Degraded Pasture,DP,DL11,Hieronyma macrocarpa,1,121.018624
Hill,Intermediate Forest,IF,DL13,Hieronyma macrocarpa,5,2808.336041
Hill,Intermediate Forest,IF,DL16,Hieronyma oblonga,1,28.55668527
Hill,Intermediate Forest,IF,DL3,Hieronyma oblonga,1,35.77691364
Mountain,Degraded Pasture,DP,DM11,Hieronyma oblonga,3,0.154167737
Mountain,Intermediate Forest,IF,DM12,Hieronyma oblonga,3,0.357137481
Mountain,Intermediate Forest,IF,DM14,Hieronyma oblonga,5,164.8142958
Mountain,Early Forest,EF,DM16,Hieronyma oblonga,4,81.25816223
Mountain,Intermediate Forest,IF,DM7,Hieronyma oblonga,1,208.3363819
Hill,Old Forest,OF,RL3,Hieronyma oblonga,1,3217.337787
Mountain,Old Forest,OF,RM13,Hieronyma oblonga,1,131.9272196
Mountain,Old Forest,OF,RM14,Hieronyma oblonga,1,125.4929715
Mountain,Old Forest,OF,RM3,Hieronyma oblonga,11,3479.928856
Hill,Old Forest,OF,RL2,Himatanthus articulatus,1,1.76E-06
Hill,Intermediate Forest,IF,DL5,Himatanthus sucuuba,1,1322.517576
Hill,Early Forest,EF,DL6,Himatanthus sucuuba,13,0.576343602
Hill,Intermediate Forest,IF,DL7,Himatanthus sucuuba,1,95.05502526
Hill,Intermediate Forest,IF,DL14,Hirtella americana,1,2.379243832
Hill,Old Forest,OF,RL3,Hirtella americana,2,0.006946274
Hill,Old Forest,OF,RL4,Hirtella americana,3,0.385385645
Mountain,Old Forest,OF,RM3,Hirtella americana,3,0.393017498
Mountain,Old Forest,OF,RM9,Hirtella americana,4,114.9663311
Hill,Old Forest,OF,RL3,Hirtella bicornis,2,306.9944009
Mountain,Intermediate Forest,IF,DM14,Hirtella elongata,1,6.9022996
Hill,Old Forest,OF,RL2,Hirtella sp. 1,1,7.27E-08
Mountain,Intermediate Forest,IF,DM12,Hydrochorea corymbosa,1,0.004071514
Mountain,Intermediate Forest,IF,DM7,Hydrochorea corymbosa,1,161.4653771
Mountain,Old Forest,OF,RM11,Hydrochorea corymbosa,1,206.120376
Mountain,Early Forest,EF,DM10,Hydrochorea gonggrijpii,4,383.207706
Mountain,Intermediate Forest,IF,DM14,Hymenaea oblongifolia,1,21.13621733
Mountain,Intermediate Forest,IF,DM7,Hymenaea oblongifolia,1,5343.620161
Hill,Old Forest,OF,RL2,Hymenaea oblongifolia,2,1.54E-06
Hill,Old Forest,OF,RL3,Hymenaea oblongifolia,1,0.065144218
Mountain,Old Forest,OF,RM11,Hymenaea oblongifolia,1,7630.672
Mountain,Old Forest,OF,RM3,Hymenaea oblongifolia,2,332.6514832
Mountain,Intermediate Forest,IF,DM13,Hymenaea reticulata,1,0.671281576
Mountain,Intermediate Forest,IF,DM7,Hymenaea reticulata,1,0.003089605
Hill,Intermediate Forest,IF,DL14,Hymenolobium velutinum,1,0.031416
Mountain,Old Forest,OF,RM9,Hymenolobium velutinum,2,421.483748
Hill,Intermediate Forest,IF,DL3,Hyospathe elegans,16,1.257549493
Mountain,Intermediate Forest,IF,DM13,Hyospathe elegans,1,0.10434844
Mountain,Degraded Pasture,DP,DM11,Ilex petiolaris,6,12.13024598
Mountain,Intermediate Forest,IF,DM12,Ilex petiolaris,6,116.6444089
Mountain,Intermediate Forest,IF,DM14,Ilex petiolaris,2,27.04096355
Mountain,Old Forest,OF,RM13,Ilex petiolaris,2,3136.125325
Mountain,Old Forest,OF,RM14,Ilex petiolaris,10,1013.733148
Mountain,Old Forest,OF,RM8,Ilex sp.,1,3446.96156
Mountain,Early Forest,EF,DM10,Ilex sp. 3,3,58.68634443
Hill,Intermediate Forest,IF,DL14,Inga acicularis,1,0.120687706
Hill,Degraded Pasture,DP,DL11,Inga alba,2,0.042257858
Hill,Intermediate Forest,IF,DL3,Inga alba,4,1493.473199
Hill,Intermediate Forest,IF,DL7,Inga alba,1,0.016399348
Mountain,Early Forest,EF,DM1,Inga alba,2,5.346113383
Hill,Old Forest,OF,RL4,Inga alba,1,286.4869866
Mountain,Old Forest,OF,RM13,Inga alba,5,15029.20677
Mountain,Old Forest,OF,RM3,Inga alba,6,1774.850782
Mountain,Old Forest,OF,RM9,Inga alba,2,4449.990295
Hill,Intermediate Forest,IF,DL3,Inga auristellae,1,101.7524281
Hill,Intermediate Forest,IF,DL5,Inga auristellae,3,138.9682117
Mountain,Early Forest,EF,DM10,Inga auristellae,5,1196.073921
Mountain,Intermediate Forest,IF,DM14,Inga auristellae,1,21.13621733
Hill,Old Forest,OF,RL3,Inga auristellae,4,538.7258835
Hill,Old Forest,OF,RL4,Inga auristellae,5,3.526155397
Mountain,Old Forest,OF,RM3,Inga auristellae,1,1.93100329
Hill,Intermediate Forest,IF,DL13,Inga capitata,1,0.294647719
Hill,Intermediate Forest,IF,DL16,Inga capitata,1,0.00287476
Hill,Intermediate Forest,IF,DL3,Inga capitata,5,2.124875156
Mountain,Intermediate Forest,IF,DM14,Inga capitata,4,214.1329033
Mountain,Intermediate Forest,IF,DM7,Inga capitata,3,22.57945201
Hill,Old Forest,OF,RL3,Inga capitata,1,23.61647127
Hill,Old Forest,OF,RL4,Inga capitata,3,279.101775
Mountain,Old Forest,OF,RM11,Inga capitata,2,0.022007301
Mountain,Old Forest,OF,RM14,Inga capitata,2,22.97304759
Mountain,Old Forest,OF,RM3,Inga capitata,3,397.6620642
Mountain,Old Forest,OF,RM8,Inga capitata,1,0.00287476
Mountain,Intermediate Forest,IF,DM17,Inga chartacea,1,91.04090867
Mountain,Intermediate Forest,IF,DM8,Inga ciliata,1,0.011333334
Hill,Old Forest,OF,RL4,Inga ciliata,1,0.012598285
Hill,Early Forest,EF,DL12,Inga cocleensis,1,4.989583564
Hill,Early Forest,EF,DL2,Inga cordatoalata,5,98.58091721
Hill,Intermediate Forest,IF,DL5,Inga cordatoalata,1,867.7037819
Hill,Old Forest,OF,RL4,Inga cordatoalata,1,7.873928186
Hill,Intermediate Forest,IF,DL14,Inga cylindrica,1,5440.910198
Hill,Intermediate Forest,IF,DL7,Inga edulis,5,525.4719459
Hill,Early Forest,EF,DL12,Inga gracilior,1,0.120687706
Hill,Intermediate Forest,IF,DL13,Inga gracilior,2,0.154871455
Mountain,Early Forest,EF,DM16,Inga heterophylla,2,69.56040358
Mountain,Intermediate Forest,IF,DM7,Inga heterophylla,2,0.115593116
Hill,Early Forest,EF,DL12,Inga japurensis,9,29.68606009
Mountain,Intermediate Forest,IF,DM14,Inga japurensis,1,0.012867994
Hill,Old Forest,OF,RL3,Inga japurensis,1,1.494057086
Hill,Early Forest,EF,DL12,Inga leiocalycina,1,75.86176803
Mountain,Old Forest,OF,RM14,Inga leiocalycina,1,897.272376
Hill,Intermediate Forest,IF,DL16,Inga marginata,1,0.007542982
Hill,Early Forest,EF,DL2,Inga marginata,1,359.8196207
Hill,Intermediate Forest,IF,DL3,Inga marginata,2,0.057821541
Hill,Intermediate Forest,IF,DL5,Inga marginata,3,308.8979785
Mountain,Early Forest,EF,DM1,Inga marginata,1,2.31537516
Mountain,Early Forest,EF,DM2,Inga marginata,4,0.208933891
Mountain,Old Forest,OF,RM3,Inga marginata,5,11.96683546
Hill,Intermediate Forest,IF,DL14,Inga megaphylla,1,0.0019635
Hill,Early Forest,EF,DL2,Inga megaphylla,2,131.2189476
Mountain,Intermediate Forest,IF,DM14,Inga megaphylla,1,0.00287476
Mountain,Early Forest,EF,DM2,Inga nobilis,2,169.8714169
Mountain,Intermediate Forest,IF,DM8,Inga nobilis,1,34.61522543
Hill,Old Forest,OF,RL3,Inga nobilis,1,20.35487612
Hill,Early Forest,EF,DL12,Inga oerstediana,1,2717.736742
Hill,Early Forest,EF,DL12,Inga pezizifera,1,28.7476035
Mountain,Early Forest,EF,DM10,Inga pezizifera,2,0.384739382
Mountain,Intermediate Forest,IF,DM12,Inga pezizifera,1,133.1878841
Mountain,Intermediate Forest,IF,DM8,Inga pezizifera,6,2873.309631
Mountain,Old Forest,OF,RM9,Inga pezizifera,1,0.038186344
Mountain,Intermediate Forest,IF,DM17,Inga prieure,1,8.938192416
Mountain,Intermediate Forest,IF,DM17,Inga pruriens,1,23.61655106
Mountain,Old Forest,OF,RM8,Inga punctata,1,1206.877056
Hill,Intermediate Forest,IF,DL16,Inga sapindoides,1,307.5753198
Mountain,Early Forest,EF,DM2,Inga sapindoides,9,993.8285352
Hill,Intermediate Forest,IF,DL14,Inga sertulifera,1,0.089727238
Mountain,Early Forest,EF,DM1,Inga sp. 1,1,1.217399413
Mountain,Intermediate Forest,IF,DM12,Inga sp. 1,1,0.262389574
Mountain,Intermediate Forest,IF,DM14,Inga sp. 1,1,26.9366151
Mountain,Old Forest,OF,RM11,Inga sp. 1,1,107.5961245
Mountain,Intermediate Forest,IF,DM17,Inga sp. 3,1,0.071790176
Hill,Early Forest,EF,DL2,Inga tenuistipula,2,0.023486798
Mountain,Early Forest,EF,DM10,Inga tenuistipula,2,0.540842344
Hill,Degraded Pasture,DP,DL11,Inga thibaudiana,3,4.183295066
Hill,Early Forest,EF,DL12,Inga thibaudiana,4,5092.8239
Hill,Intermediate Forest,IF,DL16,Inga thibaudiana,11,5643.825977
Hill,Early Forest,EF,DL2,Inga thibaudiana,1,20.61293789
Hill,Intermediate Forest,IF,DL3,Inga thibaudiana,1,136.3678895
Hill,Intermediate Forest,IF,DL5,Inga thibaudiana,4,420.4269883
Hill,Intermediate Forest,IF,DL7,Inga thibaudiana,2,0.797303719
Mountain,Early Forest,EF,DM1,Inga thibaudiana,5,1332.466715
Mountain,Early Forest,EF,DM10,Inga thibaudiana,57,2695.447521
Mountain,Intermediate Forest,IF,DM12,Inga thibaudiana,11,254.2732785
Mountain,Intermediate Forest,IF,DM13,Inga thibaudiana,1,237.6937797
Mountain,Early Forest,EF,DM2,Inga thibaudiana,4,1351.075869
Hill,Old Forest,OF,RL3,Inga thibaudiana,2,2525.700638
Mountain,Old Forest,OF,RM3,Inga thibaudiana,2,704.4352617
Mountain,Old Forest,OF,RM11,Inga umbellifera,1,73.2976594
Mountain,Old Forest,OF,RM13,Inga umbellifera,1,8.042496
Mountain,Old Forest,OF,RM14,Inga umbellifera,1,167.8863345
Hill,Intermediate Forest,IF,DL16,Inga umbratica,1,60.36771497
Hill,Old Forest,OF,RL4,Inga venusta,1,90.25322752
Mountain,Intermediate Forest,IF,DM13,Iriartea deltoidea,25,6610.084804
